feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,label
-9.472745,5.606202,2.014792,5.352878,6.903688,-11.74568,0.36191,-5.393545,8.446701,0.288217,-2.43052,-10.146763,-3.121872,-3.548608,7.807426,1.129078,9.482752,-3.971722,4
-0.579459,-3.78379,0.704219,-4.466553,-5.320747,-1.567468,0.698388,2.280453,-5.33675,2.791891,1.819991,-7.273024,0.794788,-4.481092,-10.972989,8.933977,11.782458,8.527136,1
-0.306656,-4.055956,0.688862,-4.776603,-6.989814,-4.626244,-2.432694,6.206036,-6.038199,-3.440692,6.483088,-7.551324,1.168939,-5.722848,-7.804993,8.317434,10.100364,6.979158,1
-13.1321,6.947537,1.589886,4.739266,6.323568,-7.722972,-3.098423,-8.854014,8.069427,2.781821,-1.556691,-10.602178,-0.746456,-0.992029,3.38421,3.556486,7.089393,3.553912,4
0.837831,-7.967047,1.893071,0.574916,-8.076176,-1.054801,-9.303242,9.024535,-6.066008,4.811031,-4.654019,2.070334,1.070068,-5.45673,7.141015,2.371576,9.852048,11.966242,2
-7.316584,4.274859,5.732098,3.322527,5.324005,-4.629234,-4.354258,-7.579419,9.458515,2.00157,-3.187705,-8.143136,-4.561869,-2.395596,4.195036,6.160358,6.300779,-1.004433,4
-11.7773,3.325888,2.237499,1.032327,3.637244,-9.272366,-1.307558,-5.776161,10.076441,2.809485,-4.221323,-9.126539,-2.306411,-3.656877,1.440926,2.149931,7.086443,-0.321386,4
-7.62236,-8.317282,3.141149,-5.288484,-8.45683,2.226348,-8.947092,9.24858,-7.014728,1.450875,-4.013166,1.101224,2.151201,-6.232591,8.269457,4.466921,7.420329,6.422492,2
-4.269142,-6.80118,7.148251,0.631001,-10.797248,-0.448188,-10.696014,10.593881,-4.829676,2.952414,-6.764586,6.523521,1.150598,-6.606209,6.366491,5.852131,8.678683,8.153248,2
-7.99578,10.173276,4.549587,3.436727,4.026453,-8.833312,-3.069899,-4.312637,4.472811,0.462507,-4.298156,-7.639539,-6.288456,-4.675701,5.045968,2.835113,6.255916,0.064205,4
0.591501,-4.635918,2.187908,-6.678212,-6.120734,-3.257523,-1.948208,4.913806,-3.507144,-1.266868,0.197264,-6.273182,0.180437,-6.461681,-7.329729,10.334053,6.502424,4.737152,1
-2.166322,-6.570963,4.093391,-0.553976,-6.645551,-1.534164,-13.398081,8.313724,-3.183745,0.367722,-5.105668,-4.181152,-0.344601,-9.194225,4.218631,3.610263,7.791158,7.064343,2
-8.512019,6.657605,2.194494,1.256347,4.840661,0.518623,0.992216,-1.825142,-6.808265,-11.184431,-12.397675,6.068696,-7.691045,-3.169575,8.945067,-5.332386,-0.194812,4.822796,5
-8.600637,10.788677,5.37905,7.004093,3.867291,-12.01722,-1.485804,-8.502207,5.967869,5.71531,-2.566789,-5.923484,-4.441194,-6.439664,5.21903,4.93892,4.624351,-0.526969,4
2.299152,-4.575914,4.828374,-5.729254,-0.603517,-3.068237,-0.683022,4.465563,-6.595394,-0.315793,0.219278,-5.477629,2.277523,-7.55007,-9.500482,5.883666,10.535411,4.440187,1
-2.077843,-4.647617,3.225113,-10.614567,-8.195211,-4.026764,-3.477719,1.192301,-4.521474,-1.297518,1.160932,-8.792617,3.159938,-6.023717,-8.294794,9.916647,8.313195,4.742556,1
-8.911795,3.397781,5.872047,0.346784,12.283102,-2.053508,-1.355556,2.903231,-8.477821,-10.990157,-11.863628,3.737284,-4.871582,1.355524,9.55443,-6.67609,-2.295417,7.505433,5
-10.541638,6.475341,2.199363,6.171774,5.623244,-6.772248,-3.197135,-6.975783,6.906616,2.05771,-6.201781,-7.24659,-4.019747,-0.867793,5.830681,0.522552,4.695077,0.927371,4
-4.388764,-11.366442,0.955911,-0.993364,-9.911244,-1.447103,-7.001387,8.832617,-8.067179,3.462714,-2.943384,2.235952,2.158128,-5.300791,9.49472,6.430141,10.624287,7.622643,2
-7.22472,5.275172,4.484785,0.512771,3.139458,-0.551577,1.996517,-0.730303,-8.725264,-11.612373,-9.997313,1.748284,-4.162977,-0.28444,10.420092,-8.838377,-2.410205,3.358296,5
-4.405684,5.784958,3.878827,-3.184922,9.444815,-5.652155,1.459466,2.47773,-4.576596,-7.00549,-9.136326,2.842517,-4.30776,-2.33026,6.372225,-6.725394,1.563002,7.451882,5
1.415662,8.344258,-10.736574,-6.295494,-9.267965,-2.913451,-4.178711,-5.036438,4.688446,-2.937389,-6.995461,0.082517,-6.62869,4.946422,-8.815313,9.782454,7.151853,-5.96776,3
-8.247859,2.870691,3.662727,2.280701,6.422853,-2.121708,-0.396239,-2.392921,-9.044666,-7.792094,-9.431122,-2.862092,-3.613144,1.190795,11.580887,-2.095632,-1.618241,4.012041,5
-1.801587,12.739173,-7.537931,-3.544622,-10.687405,-3.329287,-2.532397,-7.663581,7.050077,-1.736861,-2.126862,1.970748,-6.546996,4.896499,-9.828102,11.556028,7.821947,-4.460382,3
-2.93824,10.746031,3.932297,2.143849,-4.060758,-6.841672,-12.228363,8.058162,0.629713,5.891994,-8.195931,12.340998,8.463917,-3.572729,-7.701694,-4.723937,0.021747,-0.882171,0
-7.626208,7.818367,3.467973,0.86911,4.964794,-7.297232,-1.150913,-8.736006,7.428088,4.351863,-4.044974,-10.325268,-2.499063,-2.701151,4.030683,4.135069,5.7882,-0.700358,4
-11.683783,4.481616,5.505036,6.416247,6.156691,-7.273696,-4.835754,-9.159067,5.628521,1.414335,-6.811605,-6.291803,-2.098321,-3.676581,2.279121,1.484002,4.919021,-0.38774,4
-2.628934,-10.856176,2.60885,-0.734644,-8.055176,1.60736,-8.399151,6.395296,-3.131335,2.964213,-5.815834,-0.586157,2.123378,-9.04033,7.080077,8.915022,6.836042,10.453434,2
-0.61937,-9.134008,5.065499,-3.760161,-5.972456,-1.20343,-7.487155,7.086998,-3.776092,-0.600061,-3.9865,0.560366,-1.040847,-6.232487,14.73608,3.466826,9.695839,6.714167,2
-7.209829,-7.094854,1.799448,0.7331,-10.772125,1.450051,-8.326425,8.645073,-4.052462,3.677822,-5.277507,-2.046925,0.684369,-2.239028,10.535667,4.067976,10.24612,7.321818,2
-1.919736,-3.609671,4.987735,-9.685462,-4.923094,-0.913483,4.060003,1.733403,-6.241122,1.541104,3.530418,-4.578767,0.860593,-7.059522,-11.955145,9.233948,10.33494,10.352028,1
-3.495585,-8.626638,1.73226,0.777845,-9.540032,5.269761,-10.351098,11.390881,-2.638129,2.668074,-1.698679,2.352576,0.265403,-9.739433,6.369009,6.689509,8.751463,8.265168,2
-1.657603,-9.190737,4.646397,-3.126827,-8.070733,-3.412537,-8.329256,8.98601,-6.865501,7.641345,-3.612952,0.120326,-1.021284,-4.740675,7.597309,7.032326,7.038416,8.765882,2
-5.930814,9.631812,9.351137,1.888089,-6.519589,-7.500629,-7.503803,8.04794,0.670206,3.932745,-11.825183,9.160314,5.810108,-5.480136,-7.783328,-6.760773,-3.89761,0.651964,0
-11.421342,-1.018153,1.565838,1.691783,6.724847,0.630926,-0.719836,2.147189,-10.42113,-10.262715,-9.976032,3.369462,-1.903012,-0.964216,6.227348,-4.706668,0.392782,5.686374,5
-9.592835,5.065194,7.418557,2.945666,7.74315,-8.626642,-4.358755,-6.833481,9.830799,1.245452,-1.793689,-7.098947,-2.808109,-2.013029,3.208445,3.395851,5.570902,2.00608,4
-3.336224,-8.397202,2.955443,-4.128552,-6.002326,-0.313266,-9.425779,6.150365,-5.606915,3.724028,-6.175861,0.065672,0.06472,-6.509931,9.031838,2.810573,10.487263,2.967012,2
-7.611466,5.715453,2.437706,3.762857,4.642221,-0.561327,0.153874,0.910307,-8.513155,-7.250973,-9.698518,2.673406,-5.104146,1.687379,6.82316,-3.553282,-4.112044,5.309797,5
2.013388,-1.779749,3.497699,-5.318804,-4.826638,-0.481585,-3.458326,5.05144,-11.022534,1.085073,3.907639,-5.772623,1.720779,-6.126,-8.727776,12.594809,9.976329,9.876886,1
-2.144213,-6.819093,7.905004,1.808788,-7.486993,-1.181999,-4.141981,10.598014,-5.91449,0.587783,-8.258971,-2.157761,-0.0282,-3.624901,11.371025,6.039568,10.020719,6.333959,2
-6.518083,2.686278,7.168712,1.610274,1.890391,0.504289,1.546267,-4.830601,-8.000584,-6.419178,-9.82101,2.898009,-4.9686,-3.895345,7.506518,-3.155464,-2.705393,3.982369,5
-7.875827,7.330634,6.328307,0.548918,4.109424,2.021838,0.881119,-0.506716,-4.064068,-6.798013,-7.931314,3.988117,-0.746349,-0.271548,9.298087,-4.659669,-0.277154,4.326885,5
0.574231,9.033231,-6.155107,-4.375023,-9.845379,-5.749846,-4.479381,-4.008741,4.603288,-3.291482,-2.527109,-1.083431,-3.990744,7.364883,-9.255113,10.419513,6.82018,-3.939251,3
-9.101356,4.905756,2.039336,4.261091,2.876119,-4.28562,-5.137099,-4.551176,6.866535,1.098751,-1.531771,-8.160002,-5.712547,-3.963772,4.785854,2.346461,7.610607,-2.205944,4
-4.09563,-5.324235,2.95781,-7.704934,-1.771172,-4.53559,0.516047,4.518369,-3.74817,1.851426,3.874299,-9.393727,4.809611,-9.909452,-7.806396,9.25416,10.980615,6.016473,1
-5.427851,-3.547998,3.291701,0.136286,-7.798659,-0.467309,-6.794525,7.437646,-6.746559,2.687237,-3.649703,-0.542264,-0.368517,-8.821028,8.327432,2.596829,6.849769,9.465002,2
-5.559829,-9.846475,3.002265,-0.6701,-10.601204,1.221347,-12.986806,7.902142,-2.667185,6.018523,-2.618709,-2.8477,0.542278,-2.486872,12.053482,5.291711,11.318958,7.537988,2
-2.881175,-6.640683,3.105043,-8.278151,-4.109169,0.796254,2.009931,3.787953,-5.090753,3.938915,0.01875,-7.135103,1.814448,-8.471184,-5.670664,8.120744,9.013597,5.458154,1
-8.820825,5.905712,3.114005,6.635599,4.42643,-4.683384,2.207634,-11.666746,8.541681,3.227014,-5.433334,-11.335205,-3.365552,-6.056338,4.974424,4.167336,11.61774,-0.122481,4
-11.181189,4.990619,5.202299,3.164441,8.602928,-7.470914,-2.765808,-9.238775,4.857888,3.861041,-2.622777,-3.718629,-1.747346,-5.487807,2.589065,1.812853,7.043753,-1.269598,4
2.455296,-4.990971,0.936182,-7.725652,-4.143723,-3.414825,-3.260904,8.402199,-3.830201,0.95105,2.408026,-8.640224,1.237625,-7.719941,-5.510927,10.227921,6.653034,5.26462,1
-5.553083,-7.797637,3.728295,-0.348081,-6.660932,1.578663,-5.397062,7.921925,-7.063196,2.201717,-4.458763,1.737691,2.242591,-5.788432,9.687647,4.882548,8.781332,5.401221,2
-8.650477,3.172999,5.523161,6.232101,5.336916,0.745493,2.272875,0.876705,-8.240903,-3.974304,-6.950404,3.357888,-5.236739,-0.980135,10.088204,-4.920772,-1.783925,2.104313,5
-7.686095,1.635605,4.873201,3.92056,7.382072,-3.767892,0.696174,-1.113608,-10.046073,-6.983744,-11.124267,3.356589,-3.835566,-3.202998,8.852595,-6.51951,-2.338986,4.86062,5
3.793032,7.883822,-9.360659,-7.461094,-7.751385,-1.671363,0.709758,-8.159596,6.396089,-4.651715,-5.046694,1.591005,-12.124845,7.285877,-13.086321,10.97853,3.352872,-7.046219,3
-4.974238,10.2624,3.141562,2.526412,-5.383814,-4.537425,-9.545177,7.944798,2.707303,6.705634,-8.021194,12.004887,3.31955,-7.08176,-4.299867,-5.170506,-4.165246,-0.452971,0
-10.285557,8.62525,3.833349,1.906962,4.074818,-7.637745,-3.431798,-7.715882,4.757784,5.968923,-2.520009,-8.564898,-2.07874,-0.960315,4.650422,3.738265,4.964244,0.200025,4
5.178082,9.590708,-7.783831,-5.43902,-11.770312,-5.545041,-0.494125,-5.435382,6.136713,-3.326951,-3.941003,-0.386915,-7.543501,9.661603,-10.029261,10.728333,6.210369,-7.724834,3
3.08396,8.377529,-10.167174,-5.202868,-4.785858,-5.262948,-0.903211,-3.37118,9.934967,-6.049006,-6.052555,0.537377,-4.633572,4.220571,-9.930239,9.422428,3.316473,-6.469519,3
-3.94008,-7.55889,5.526642,0.601729,-5.289454,-2.675731,-14.91813,6.607396,-2.952859,3.133428,-1.244005,-2.10451,-0.612737,-5.456482,9.798031,5.939061,8.468008,7.663943,2
-4.092429,-10.888633,0.654343,0.85189,-6.914944,-1.937945,-8.616006,8.238976,-7.268054,3.031084,-3.225512,-2.965825,2.712548,-5.883713,12.796662,8.043886,12.016457,6.487451,2
-14.273149,3.472303,4.704087,2.791347,5.102661,-0.914216,3.944078,-1.579813,-8.068091,-4.726549,-8.612815,4.08434,-4.146297,-0.964986,9.891951,-3.981368,-4.500208,1.824261,5
-7.920192,1.617167,7.748915,0.980708,8.053976,-1.095544,-1.693573,1.309751,-7.820854,-5.109407,-8.77182,2.402533,-5.057006,-1.218199,4.12955,-6.474878,-2.301223,5.016277,5
2.215808,9.142306,-5.019152,-3.286256,-9.788023,-1.610737,-2.87941,-4.293109,4.460027,-0.571437,-6.707057,-0.587721,-8.823633,7.431872,-10.006285,6.593884,8.359218,-6.271419,3
-12.23203,7.378175,5.094269,1.355659,1.739402,-7.52657,-4.604739,-7.9974,7.394393,5.647601,-0.452467,-6.898192,-3.767136,-0.719173,1.468109,3.970467,5.507473,-0.923614,4
2.562729,8.454934,-7.05456,-4.675809,-12.093383,-1.677263,-1.982781,0.7353,6.333687,-5.247074,-4.962074,2.918478,-8.428284,2.617878,-13.568631,11.525969,3.715261,-5.390436,3
-6.454385,5.498288,10.913308,1.285842,5.296818,2.025893,2.748461,-0.03648,-11.449761,-8.854452,-9.842969,3.056413,-2.709296,-1.796838,7.276544,-5.697203,-0.598612,6.344206,5
-10.292296,8.425683,5.545046,5.95752,7.816792,-9.112402,-3.738032,-8.543852,3.451732,1.958551,-2.230617,-11.475584,-2.905741,-1.218826,6.012409,0.260552,8.511958,0.912951,4
3.612329,10.894694,-10.855292,-5.921368,-9.446588,-4.37365,2.028745,-5.796648,5.588843,-3.897323,-6.212187,2.09361,-3.857678,5.961206,-12.342696,9.873962,4.058032,-10.605121,3
2.672944,9.756609,-6.754836,-6.337903,-9.53116,-2.504685,-0.499222,-2.496859,5.659495,-4.031344,-1.081098,2.148943,-8.500032,8.452805,-13.941752,9.828059,4.088621,-7.739955,3
-9.883748,9.786052,6.335924,6.496117,6.808987,-6.213256,-3.614129,-7.275095,4.435773,5.78285,-2.552618,-4.030172,-1.790881,-3.47921,5.674063,3.385738,9.933796,-2.575177,4
-3.302028,-9.318508,1.293808,3.749624,-8.389157,-0.513378,-10.355466,6.278461,-9.818451,2.054944,-3.960533,-1.679731,-4.252345,-5.805537,9.329678,8.472952,8.518183,4.022135,2
-3.825963,7.825279,5.59616,0.818712,-6.574575,-9.983184,-4.409668,4.628104,1.378795,4.096489,-5.762934,6.748505,10.616261,-4.238864,-5.52931,-8.301177,-2.772873,-0.951845,0
-2.105511,5.574366,2.382802,3.065461,4.993942,-0.013298,2.670002,1.464896,-7.567894,-8.643157,-10.345632,5.835687,-8.619668,0.503878,4.593425,-3.606604,-0.193285,8.739919,5
-6.891353,4.024051,5.292398,4.076528,4.694647,-1.005114,-0.577101,-0.347028,-9.591995,-10.217169,-12.406106,3.502625,-2.742381,2.138408,7.737375,-5.628335,-3.284835,6.029095,5
-0.288583,9.27421,1.533805,-0.276286,-4.373324,-5.904284,-11.306328,3.79186,0.772216,0.458734,-9.899979,14.301448,3.454941,-6.125269,-3.739648,-4.833734,-4.212637,0.202431,0
-8.45079,7.321397,6.574593,1.22685,6.644267,0.213161,-3.405055,-1.985598,-10.075146,-9.876535,-12.791642,2.688222,-3.400746,2.577445,6.561652,-5.509793,-1.979659,6.504452,5
-8.482983,5.148864,8.729498,1.752122,5.195357,1.915455,-0.366792,-1.078192,-11.373965,-5.999127,-11.475443,3.53417,-3.551526,-1.717962,6.621512,-5.852358,-0.54731,7.097301,5
-10.141756,4.379881,4.040429,6.286357,5.615679,-6.508806,-2.753855,-9.022509,5.363786,2.527421,-5.382579,-8.126686,-5.213254,-0.699424,6.341665,0.426046,5.294755,-1.545765,4
-6.592067,7.273444,2.117597,2.572839,2.287445,1.577042,-1.249885,0.274082,-12.390858,-7.682518,-11.02869,4.259689,-3.895079,-0.354487,6.715018,-7.545194,1.022603,5.158771,5
2.723561,8.428123,-11.486406,-6.500785,-10.091221,-2.222538,-1.363807,-4.858486,7.45495,-2.976132,-6.504002,-0.341202,-6.585866,4.752967,-5.709007,8.912062,3.385221,-2.440801,3
-6.227366,-9.496904,4.362253,0.601701,-7.385765,1.392335,-11.094937,7.214006,-3.679581,2.524297,-4.681475,-0.365391,-1.484518,-8.40649,8.011909,8.359853,7.941281,7.189678,2
-2.506032,-7.709312,1.796196,-7.053097,-8.094088,-2.211019,-10.898375,5.67599,-0.761663,3.560585,-4.216778,0.304738,-0.54393,-6.799191,8.973177,4.986404,9.161888,8.725738,2
0.672252,10.111464,-8.446594,-2.484744,-5.74798,-3.997669,-4.818371,-6.2241,10.734711,-2.354454,-0.129636,4.481028,-3.916159,5.104173,-6.034005,11.123135,8.321265,-7.684517,3
-9.697265,5.988411,8.356031,3.39007,5.733062,-7.805395,-3.053193,-7.844708,5.055606,1.850262,-3.001626,-7.945723,-5.819778,-2.418011,5.793764,0.391567,9.143988,-1.830624,4
-8.254556,4.081548,4.948701,0.588847,3.870832,-0.387492,4.80086,0.174965,-11.075327,-7.01943,-9.821734,6.54103,-3.476954,-1.235267,7.118444,-4.862736,-2.444975,5.766134,5
-3.795457,-11.375057,4.007754,-0.790956,-8.42379,1.628105,-7.255205,6.2687,-2.632129,3.371523,-5.336148,2.941548,1.134689,-8.346071,8.054397,5.714944,9.666234,9.983425,2
-3.848053,-10.538321,4.910231,-3.156214,-5.452701,-1.378699,-8.66204,7.774408,-1.618105,7.078357,-2.567414,-0.496503,3.243615,-3.715711,6.379462,6.567399,9.987119,7.158884,2
-5.734688,-7.177325,4.218078,-1.66747,-9.661174,0.621258,-9.640497,5.21535,-4.802121,5.126665,-3.057839,-0.24788,4.348043,-7.74945,10.140847,4.470675,8.947708,7.04944,2
1.485307,7.012091,-7.055948,-5.918633,-10.461801,-0.973819,-2.138857,-2.025009,6.455173,-1.495796,-5.898075,-2.973098,-6.716799,5.564778,-9.820163,10.219069,8.197063,-6.722267,3
-14.407698,5.387931,1.401553,3.693713,3.197481,-10.147543,-0.022385,-6.565575,8.464629,4.345177,-3.268371,-8.665926,-4.60426,-2.21532,1.56872,-0.590821,10.566741,1.949966,4
-1.157124,-3.696685,7.024062,-9.395701,-5.200406,-1.510187,1.416748,5.779651,-7.63369,2.86093,1.832888,-9.068199,4.010505,-3.57815,-8.219564,9.934262,11.405347,5.715129,1
3.945164,6.821692,-9.56077,-4.007515,-9.415719,-4.648833,-0.983449,-4.033281,5.101717,-1.794918,-8.38374,0.765289,-8.058469,4.460886,-11.169561,10.357017,7.869553,-6.827573,3
-8.75149,0.967804,7.500647,3.735042,5.933347,0.500949,0.087862,0.552091,-11.126814,-6.531928,-12.02957,-0.125197,-2.662386,1.489747,7.823822,-2.203774,-4.790137,2.674819,5
-1.512307,-6.323523,2.538958,-8.927505,-3.287756,-4.64496,-0.564407,5.316142,-5.403759,0.616009,2.037824,-10.550254,3.25894,-6.014799,-7.424665,8.92704,8.953623,4.138068,1
2.769914,5.941473,-6.935155,-4.178551,-9.982226,-3.535674,-1.687213,-4.394707,8.461636,-1.061679,-4.921685,-0.546704,-9.307463,4.5553,-10.861122,12.26047,6.235257,-7.781928,3
-3.148893,9.317802,2.969593,6.152247,-10.094949,-6.510628,-4.791115,7.337123,1.642222,3.446561,-9.949093,12.143894,2.225129,-2.68635,-9.211415,-6.865214,-4.773644,1.672235,0
-13.960237,3.034303,5.573109,4.242791,4.541915,-8.170358,-1.186767,-6.98762,10.138208,-1.417575,-2.227229,-7.61189,-3.930102,-1.323505,4.905218,1.750135,9.625085,-3.86711,4
-1.248817,-11.318923,4.448956,-0.565941,-4.76415,-2.033853,-9.761713,6.824706,-5.040297,0.795897,-2.70707,0.738246,0.385118,-5.739573,10.27166,8.474451,8.596811,10.560174,2
-4.562239,-8.307223,5.572631,0.645477,-6.103631,-3.891596,-8.829684,7.029791,-6.672794,4.563599,-3.201354,0.889641,-0.847739,-3.867463,12.451078,3.118195,7.692593,6.778126,2
-11.540992,7.94408,4.114836,6.395703,3.134908,-10.30449,-1.339332,-8.742306,8.752275,6.144161,-5.258192,-10.01315,-2.740966,-3.12966,4.139451,4.138577,8.634252,-0.79936,4
-11.12611,7.318286,5.380267,7.207973,6.136222,-9.479669,-6.090716,-6.601449,7.93117,1.062182,-4.35519,-10.28399,-2.29138,-6.651952,6.927163,5.617832,7.230192,-0.530381,4
-1.340831,-1.425014,2.232247,-10.136631,-5.262835,-1.44253,-0.545013,6.607384,-6.351045,-1.246829,2.099135,-8.935106,4.205243,-7.529262,-8.601484,8.687274,13.860568,4.661953,1
3.468704,7.916299,-4.987896,-4.45648,-7.532954,-4.391668,-1.39807,-6.081469,11.083356,0.128511,-4.460391,0.202916,-4.831876,9.048718,-9.411428,9.996912,6.722894,-5.419881,3
-1.688425,-2.522702,2.33888,-9.952037,-4.868333,-0.879171,-1.40294,8.077148,-6.913663,1.723404,-1.716888,-9.523884,1.37676,-9.385258,-6.475127,7.697579,7.826084,8.770546,1
-6.740526,-2.640738,2.709403,-5.865355,-5.209879,-6.956318,-2.54257,8.82353,-6.909703,-0.601169,-3.410509,-12.679952,4.371231,-7.108374,-6.716564,7.470312,6.377077,5.6461,1
-7.22777,4.592946,5.459004,0.315646,5.18381,2.674265,-2.57422,0.728412,-12.627807,-7.909499,-8.874946,6.122413,-2.150765,-1.028725,8.413391,-3.618497,-3.593086,6.149123,5
-3.354288,-10.356252,3.363368,-2.9118,-7.593107,-0.5446,-9.404673,9.155437,-5.37522,6.567374,-0.948676,1.289867,1.895413,-7.409337,10.133478,6.582744,9.907633,9.990916,2
-5.405133,-7.95467,3.126893,-0.714867,-11.184977,1.490945,-10.557944,8.184762,-5.779801,4.749002,-4.898477,-3.026548,2.054619,-9.485428,9.04258,7.682137,9.940194,7.952942,2
1.204748,-5.729102,1.306688,-3.643191,-2.114002,0.843735,1.672047,7.090514,-7.61111,-2.661346,3.443638,-10.161727,-2.543441,-5.715512,-8.235394,6.374567,12.105692,4.426676,1
-0.727201,-5.899946,0.915543,-9.309329,-5.406583,-1.355853,-2.685991,5.872293,-5.378821,0.175609,-1.383038,-7.57324,-0.179938,-7.739636,-9.619258,8.914009,9.505103,7.539656,1
-4.148162,-7.113136,1.708596,-1.0064,-5.649692,2.095137,-12.764759,3.002401,-5.080184,2.404002,-6.261579,-0.144599,-0.36527,-7.97874,7.794434,5.536999,4.307143,7.567149,2
-2.967546,-10.463133,4.086528,0.754369,-9.943532,-5.322615,-12.166435,7.155548,-7.267985,-0.493322,-5.99469,2.719317,3.835407,-9.211143,10.403004,6.359565,6.836545,12.468262,2
-8.237142,5.777586,3.459488,-6.379719,2.295169,1.823729,1.840944,1.775526,-9.169399,-6.190472,-12.022261,2.609629,-1.628089,1.661688,6.664482,-5.196179,-1.838235,7.183006,5
-9.284205,6.71145,5.986076,0.361295,4.317374,1.090453,1.069881,-4.627788,-8.653055,-6.716396,-9.568092,1.806378,-4.606538,0.000698,8.161321,-6.617356,-3.384581,5.338575,5
4.668283,11.417211,-6.65908,-7.141675,-12.525478,-1.795564,0.252294,-5.667746,9.679803,-3.069018,-5.289521,0.81498,-8.752054,3.260495,-10.818513,10.250984,3.703848,-3.222824,3
-4.204547,-3.098622,5.539714,-7.839413,-1.993453,-2.508877,-3.662943,5.942995,-6.377166,2.077602,1.12161,-8.073177,0.03952,-5.730589,-8.651428,8.722693,9.374813,5.583189,1
-11.246435,5.058114,4.2184,3.817366,6.936431,-11.426719,-0.943846,-5.040872,8.829357,-1.888802,-2.952532,-11.083401,-5.62011,-4.244031,4.915398,4.472624,8.161369,-1.812454,4
-0.595027,9.247059,-10.044901,-2.208842,-6.708182,-2.299911,0.047589,-1.867828,4.120022,-1.850462,-5.146785,3.72898,-9.494464,7.173855,-10.130761,13.039204,5.172003,-5.182829,3
-3.300065,-9.247054,4.305239,0.165672,-8.5817,1.016386,-7.482596,7.514466,-3.438543,0.269158,-2.061631,5.383374,2.923955,-3.967931,13.07897,5.264531,10.451746,8.237575,2
-5.446776,-7.188032,0.830812,1.372862,-7.382717,2.240131,-8.752316,7.353279,-5.377643,2.476085,-2.875885,-1.131135,0.955313,-6.066511,6.221247,3.285091,5.435209,7.311009,2
-8.015763,1.74552,5.724391,-2.431175,4.177192,-1.85704,-2.040369,3.674917,-10.081301,-7.373397,-7.877147,3.929067,-5.463755,-2.35533,6.861124,-4.938498,-3.131466,5.075799,5
-5.905641,2.230166,5.053869,0.475754,3.674803,1.236781,-2.5235,-1.681358,-6.512075,-5.702214,-10.319945,3.272886,-4.017823,-1.296894,9.470058,-3.529557,0.534089,4.652675,5
-2.51419,-5.381874,1.497568,-8.91198,-3.325475,-3.125685,-0.911256,5.087706,-5.104175,0.796562,1.141492,-9.367626,1.852107,-5.248012,-10.255156,8.046952,5.512706,4.017898,1
-5.163543,6.024037,5.047485,-1.180336,4.306037,4.135209,3.344977,-1.839669,-8.414766,-7.176125,-8.783702,4.158225,-3.292231,-0.371498,10.395479,-4.843387,-4.791711,3.190198,5
-7.788393,8.987881,4.969167,1.060309,4.780018,-9.904467,-3.392496,-9.282515,12.601347,-1.875471,-2.722369,-8.66415,-1.711036,-2.019332,4.921481,4.632164,5.911099,-0.71542,4
-3.062648,-8.141983,2.680392,0.220774,-10.185782,1.151734,-6.060554,9.181133,-8.582601,2.60009,-1.986144,-0.382227,2.29911,-9.154446,5.411166,5.546382,4.442344,10.325279,2
-6.826632,-5.001974,4.635977,-2.275809,-4.730117,0.84757,-8.108939,9.641031,-4.616106,3.027953,-1.732209,0.559995,4.604031,-4.607877,10.792641,6.071083,6.973552,5.238667,2
-9.505746,4.543602,5.155531,5.286734,4.48579,-8.306317,-3.235926,-6.02727,7.665065,3.973558,-3.690281,-3.697209,-0.976037,-5.489869,6.139829,2.154612,7.781827,-1.206143,4
3.199658,6.715427,-10.506544,-8.423381,-8.062389,-5.425514,1.085533,0.009292,5.868599,-4.014725,-0.79047,-1.576287,-6.224776,11.550824,-7.793759,10.061959,5.679499,-4.394743,3
-0.740853,-2.448757,1.420281,-7.764583,-4.21888,0.811061,-0.121082,4.717973,-1.902994,0.307105,-2.302342,-11.844645,3.267371,-10.143972,-7.702866,7.417775,11.668073,6.502973,1
-5.730713,4.828597,4.896334,-0.267452,6.247038,-0.486122,0.650981,-2.73223,-8.905689,-6.854382,-11.454895,3.545766,-2.855253,5.119991,7.272971,-3.881209,-1.030012,6.429715,5
-9.583685,6.361075,4.79036,1.718193,3.334435,-8.825682,-3.589899,-6.612589,7.632743,1.042348,0.12845,-5.649969,-6.582077,-1.066004,4.98109,5.065691,6.448382,0.650292,4
-4.655077,7.605051,6.807589,0.19457,-8.191405,-8.803485,-8.327538,8.81074,5.430949,8.961087,-8.287949,10.129505,4.214173,-1.934611,-5.932694,-6.910039,-3.140092,-0.777573,0
-1.032719,-6.254063,4.58044,-1.131211,-5.031272,0.304469,-10.258438,8.062959,-6.219465,-0.46614,-7.188523,0.488032,-3.163002,-8.61301,10.327815,4.002538,6.329184,5.663394,2
1.81379,-6.401474,2.823995,0.961007,-4.693402,0.485986,-11.676136,6.566601,-6.612671,0.048842,-1.717908,4.600415,1.018449,-7.694163,10.769088,7.829962,7.397126,8.4221,2
-9.622884,3.444759,6.731271,0.207807,3.956901,1.317477,1.772199,-1.344077,-7.985532,-9.822766,-10.31483,2.999279,-6.045191,0.865306,9.739096,-3.15131,1.367946,7.264874,5
