@relation dataset_classification

@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute feature_17 numeric
@attribute feature_18 numeric
@attribute feature_19 numeric
@attribute feature_20 numeric
@attribute label numeric

@data
-0.939459,1.299579,-3.233871,2.606987,0.752743,-0.383718,-0.338766,-1.351687,2.469082,4.122401,0.958999,3.33933,3.257413,-2.453189,-1.881809,-2.121683,-2.866822,-0.74962,-2.030064,1.691103,3
0.169161,0.45872,2.474181,2.748625,1.592987,-0.499437,2.781869,0.03697,0.29869,-7.605496,0.439588,-5.42281,1.841436,-0.311374,0.598865,-0.437465,0.90767,0.634543,0.039407,-5.306859,2
0.100308,1.649073,-0.146937,-9.698023,0.405884,1.016199,-1.861808,-0.217344,3.257101,5.443836,-0.188823,5.774776,-3.301126,3.124324,-0.117192,-1.637974,1.067945,0.137061,-1.59087,5.943261,1
1.753366,-1.394241,2.096001,4.145852,3.501643,0.306353,2.95211,1.181953,4.406043,-1.321419,-0.314531,-1.22011,-3.460994,-1.597801,-4.24355,1.020044,-1.094946,-1.056606,-0.111583,1.751756,4
-3.643292,3.55043,2.758995,-2.964919,-0.930176,-0.274508,0.693785,0.511764,1.030904,7.99896,-2.047451,3.092056,2.118545,-2.016091,0.544582,-2.66485,0.210084,1.111764,1.076872,-1.636447,0
1.93338,-0.18277,0.460673,-11.456442,2.663973,0.208179,-2.312797,2.849347,3.745385,-0.036082,-0.145999,-0.747321,-0.861495,3.968225,-0.798395,-3.264857,3.709014,-0.150626,-1.168084,1.015745,1
2.035067,3.900984,-2.879622,-0.861229,-2.086535,0.960603,-4.304065,-1.301102,-1.360916,2.000795,-2.785634,-1.240062,0.005146,-1.963117,1.038875,-0.942672,-3.779312,-1.408107,0.593186,4.575129,2
-0.72962,2.272827,-1.517533,1.211286,-4.620787,-0.367358,2.358305,2.541542,-3.321786,4.004108,-0.071323,1.641246,-3.063899,-4.230725,1.490675,2.945142,1.592739,1.950385,-1.02752,2.600137,3
0.814097,4.178761,2.60838,1.509406,-1.311016,0.592375,4.624481,-3.860772,8.59708,-0.080334,-0.785826,3.490283,5.422748,0.048621,-1.733213,-2.364711,-3.907831,-0.537831,-1.489719,2.399462,0
-3.707955,3.791285,-0.929462,7.952475,-0.467719,-0.563785,1.808013,-0.055113,4.201236,5.611926,0.169445,-1.534661,4.352278,-1.67281,-3.271211,-1.020832,-2.892413,-1.650717,0.201056,0.118403,3
1.43556,-0.077847,-1.910118,-3.043917,1.654653,-0.182629,0.28058,3.461581,9.276886,-0.995538,-1.17312,-0.871908,1.660181,2.778392,-0.95433,1.237048,-1.448092,0.924349,0.209759,5.162833,1
-1.511232,-2.817573,2.482348,9.1296,-0.913587,1.115565,3.076449,-0.782177,-4.523052,-6.041023,0.611954,-4.976156,2.182406,-0.208707,-0.047881,2.774017,1.980192,-0.470008,0.287772,-7.671252,2
-1.164221,1.600298,-2.153839,3.389802,-3.764736,-0.060681,1.85507,0.530258,-1.556427,5.615986,-0.373667,0.589563,1.624815,-0.988186,-2.178105,-2.254882,0.860354,-1.277645,-0.07631,-0.425797,0
3.469444,-0.975328,-0.345815,5.377234,1.828125,-1.016667,3.223744,-0.715588,-1.036816,-1.819462,0.206279,-0.11342,-3.540811,-4.550046,-3.344796,-3.117038,-2.140319,-0.626044,0.345639,-0.317481,4
-0.948151,0.353659,1.01197,0.440455,3.040571,1.341724,3.965764,1.749456,4.508696,-4.659333,-0.591352,-1.536356,0.161926,0.087646,-0.091284,0.51542,1.281024,2.187398,-1.772406,-1.494293,2
-3.024117,-2.39659,-2.162317,4.371814,-2.106227,0.080996,-1.374805,-4.569093,-10.865605,3.899007,-0.613848,4.214677,1.897563,-1.158863,1.687862,-4.711702,-0.60014,-0.997071,0.833436,-7.137189,2
-0.182474,2.271323,-2.367769,6.287826,-1.345459,0.118748,3.962523,-2.162479,5.691625,1.007582,-1.807054,1.689521,4.309902,-0.093833,-4.474042,-0.820969,-1.23704,2.264264,1.568543,2.544721,0
3.972953,0.125079,-0.660913,1.380592,0.074008,-2.426876,4.107189,-0.591478,-4.151372,-6.150768,0.327961,-1.52597,-3.253388,-3.323109,0.461511,-5.160631,-0.196665,-0.407858,0.034615,-3.234316,4
4.490561,-2.134933,-5.893283,-6.196446,1.063714,-0.736911,-1.294757,2.285704,7.34998,-3.80658,2.051274,3.005997,3.543305,1.107934,1.021853,0.66033,-1.871449,0.851325,-0.186806,6.185032,1
-2.099471,-0.002486,-0.399492,2.077422,-3.050591,-0.666307,-2.112646,-2.388944,-5.722459,6.285431,-0.004387,2.511689,1.766578,-0.782927,0.248422,-1.835046,-0.61413,-0.798565,-0.042855,-2.330369,2
-0.703021,-0.65673,0.648151,-1.408056,-1.476895,-0.664212,-0.802426,1.045584,-0.100039,5.52096,0.477165,0.81886,1.100039,1.568988,-0.254907,-2.865063,-1.065714,-1.138547,1.551992,-0.899423,0
-3.849102,1.080028,1.411187,6.904148,-3.001838,2.007834,-3.099381,-5.359732,-11.205589,9.981898,-0.383516,1.815683,-0.870768,-2.006445,0.656499,-5.93786,-4.759979,0.288445,0.255431,-5.3513,2
5.899346,-1.585987,0.465239,-10.507624,1.80351,0.371392,0.779002,4.3575,9.15317,-6.50712,0.6671,-1.07064,-1.222762,4.011557,0.469662,1.082103,1.159722,0.582635,-0.728249,5.580142,1
1.506403,-3.266027,1.486946,2.690528,-2.72485,0.701644,-1.785041,-3.682514,-9.30548,-1.704505,-0.32599,1.100279,0.615419,-1.818958,2.890132,-0.790324,-1.690423,1.682,-0.11377,-5.038319,2
-4.611053,2.224567,-2.192469,5.09304,0.938553,-0.916639,-0.679839,0.122261,1.451116,6.977497,0.94678,0.319375,0.892415,-0.796051,-3.083986,0.336309,-0.431753,-1.180636,0.658545,1.187529,4
-2.669235,0.86219,-0.022459,1.568048,1.877258,-1.955706,0.215119,2.462085,1.883483,6.411117,-0.276355,0.180352,-1.061734,-1.686652,-1.525708,-1.67132,-1.575289,3.55118,-2.409695,0.112919,4
1.20607,-1.537627,-1.745462,-0.786855,-3.448812,0.974248,2.10793,5.209028,5.177674,5.734439,2.037351,2.640956,-0.705913,0.563208,0.373627,2.002724,-2.770893,-0.571116,0.124131,6.003577,3
0.995086,1.496565,0.597203,7.066332,-3.509815,0.784176,4.294168,-3.998424,1.253737,-2.565495,0.164762,0.663809,3.040611,0.165453,-0.705244,-0.635866,-3.266332,0.708284,1.092507,0.056674,0
-0.851459,1.904603,-1.640585,1.561947,2.254187,-0.778154,2.34647,-0.766075,-0.238984,-1.356939,0.805347,0.516451,-2.996627,-1.646728,-1.52657,-1.461134,1.518353,-1.599586,-0.535098,0.205953,4
-2.59106,3.77636,-0.938269,-7.583942,-2.851553,-1.354543,-2.162598,-0.293642,-4.347555,4.061554,2.034299,2.790225,-5.378644,2.644196,4.839922,-0.284925,1.686573,0.456129,0.572547,3.213476,1
2.228378,0.585719,-2.385915,0.117192,0.18509,-0.20181,3.743746,3.985031,2.292284,-1.485959,0.809551,-0.838101,-0.798903,-3.752121,0.045623,-1.754885,-0.589764,-0.604341,-0.944321,0.756623,4
-3.662374,-0.43983,-1.483336,7.851839,-2.435647,0.064609,3.405117,1.86437,-1.851817,4.327766,-0.473835,1.672208,-0.231257,-3.327458,0.686334,2.981462,-1.113817,-0.420335,0.303878,-0.611453,3
-2.199351,2.989993,1.795161,0.453315,-0.617591,0.664653,-1.144093,-2.392083,-1.236183,6.564432,-0.343994,1.735329,3.968479,-3.047124,-4.086036,-1.818016,3.180017,0.511995,1.470098,-2.452861,3
-2.552606,-3.849323,-1.275089,3.626595,2.243423,-0.93489,2.369071,-0.476545,-3.623875,-4.762583,0.500865,1.762633,-0.428645,-0.594611,2.779173,1.252091,0.862373,0.27401,-0.329126,-4.982951,2
-3.034936,-1.850234,-1.030886,4.088282,4.164302,-0.072974,2.212452,-0.889666,0.17692,0.151585,0.789103,2.626981,-3.011196,0.160333,-0.388952,-1.361056,-1.624483,1.566535,0.473419,-1.399879,4
0.006046,-1.299804,5.038794,-6.521073,2.050499,0.245716,2.270862,4.258869,2.202456,0.974616,-0.927064,0.304295,-5.205869,0.72694,-0.455386,1.352122,4.544509,0.77136,1.579514,-0.194336,4
2.914445,-1.482211,-4.165272,-9.468307,4.167053,0.086295,0.700696,1.515998,6.719099,-10.235749,0.856322,2.408004,2.021862,2.063603,1.819297,1.64161,3.907113,1.408891,-0.739465,2.854726,1
3.456474,5.18154,-3.908521,-5.120405,-4.879848,0.046969,3.974492,-0.524506,1.382873,0.771688,0.307284,4.760851,-3.438669,-0.615072,1.363351,-3.518811,-0.43583,-0.80098,-0.29334,7.212811,0
1.968217,0.589341,-0.502304,-4.770811,-1.083656,-1.295754,-0.492126,1.701341,0.426574,5.889377,-1.810839,2.863517,-3.17495,-0.850626,-1.793472,-2.359817,0.684422,-0.807782,-0.463877,3.677876,1
0.12169,1.476932,-1.060727,4.174116,-1.316909,-1.635856,-4.385021,-4.184978,-9.725154,2.429662,-0.105241,-0.984371,-0.171596,-4.288616,2.254789,-4.680197,-5.10828,-1.307456,0.996566,-3.585874,2
2.827961,-1.498785,0.002821,3.415275,2.158151,0.133069,4.087483,-1.449116,2.942651,-11.699284,1.50331,-3.460481,2.79674,1.577038,2.215317,-3.223804,-4.167038,-2.357135,-0.007328,-3.846868,4
-0.163673,-1.637316,-3.75188,-5.485009,7.086789,-1.20969,0.323019,2.557656,4.547293,-6.000968,-0.009773,1.572359,-1.215662,-0.526644,-0.500348,1.701253,4.595795,-0.255199,0.353731,1.166697,3
-1.747482,1.387048,2.931072,3.363281,-0.528853,0.468265,1.820216,-1.573163,6.403982,4.955065,-0.937141,1.996533,2.657495,1.833155,-2.816999,-0.077921,-3.276091,-1.965487,0.041295,2.165507,0
-0.787702,2.092976,1.503521,1.425308,-1.245585,0.658655,2.497527,-0.215464,5.051819,9.760859,-0.44079,4.047661,2.412278,-1.354337,-5.340666,-3.692371,-1.112241,-0.793259,-0.638185,1.804383,0
-3.740312,0.532032,4.079548,4.325826,1.621967,0.060641,2.185532,-0.298113,8.971926,12.108509,0.437981,4.244942,2.069687,1.217197,-6.539201,-1.73593,-3.404521,-0.469403,-0.210084,2.219397,0
2.4026,-1.924837,0.371502,-2.65499,0.068425,-1.126888,-0.194569,-0.237449,-8.420091,-4.298338,1.169333,-0.304705,-1.637031,-3.459518,5.815986,-5.621385,-2.244472,0.371286,-0.964574,-6.673979,4
1.936702,-0.009653,0.979748,-3.087481,-0.879538,0.574284,4.064708,4.770412,3.622461,3.374486,0.624085,2.418631,-3.086944,-2.878409,-0.461153,-0.362222,0.174889,-0.973054,0.867808,2.932277,4
4.264782,-3.815151,-2.582506,-4.702611,-0.467469,0.886163,0.594263,2.90495,4.526174,-2.251585,-0.509087,3.350667,3.747942,-0.803524,-0.010403,1.467432,0.774432,0.458605,-1.13727,2.511464,2
-0.225013,-1.488715,-0.267841,1.228839,-3.628807,0.955879,1.784343,0.275829,-3.099143,0.578789,-2.18615,0.94359,0.59265,1.069783,2.109767,-0.663303,-0.253486,1.881892,-0.105656,-2.004447,2
-0.344417,1.980754,-2.936199,1.442888,-0.197088,1.317986,1.541761,2.996765,4.44973,3.704641,-0.320089,0.193725,2.513281,-3.030491,-2.453923,-0.2311,-0.11647,-1.932613,0.863164,2.375362,3
3.413048,-0.237417,0.308873,2.186168,1.067648,0.309783,3.188325,1.221507,3.757931,-2.259928,-1.056423,0.025932,-1.712034,-2.995984,-0.420309,-1.081776,-4.348304,-0.126988,-1.915478,2.314024,0
-1.301715,0.797313,-2.122831,6.341975,-1.238399,0.648056,1.579416,2.550031,-0.72339,5.960069,1.360184,0.824669,1.391346,-6.796676,-0.457484,-0.386187,-3.417372,-0.669149,-0.356718,-0.302075,0
2.527972,0.154219,0.96911,-4.262006,-0.471603,0.87613,0.786905,2.549348,-1.375687,-4.941928,-0.031953,-4.263869,-2.449764,1.076357,1.814183,-0.886121,2.390007,0.858385,0.301919,-1.362466,1
-4.222555,-2.387438,-0.978763,12.441206,1.511682,1.787829,3.731391,-3.343749,-5.474826,-5.146238,-0.116486,-0.397762,5.636969,-4.240302,0.8436,-0.1249,-0.424031,0.500172,0.560706,-10.336498,2
-0.719013,-1.099322,-0.447251,3.223731,-1.237559,-2.11881,-1.134037,-2.785134,-7.301981,4.216675,0.194724,2.171969,1.04764,-2.59071,1.122691,-6.014149,-3.418233,0.774586,0.1816,-5.252403,2
-2.49198,-6.085152,-1.752534,12.135625,-0.285453,-0.432317,2.265856,-4.527781,-14.818722,-6.356348,-0.134447,-0.388214,3.013444,-3.813237,2.062615,-2.509795,1.456503,0.354217,0.158402,-14.534239,2
3.033764,-5.023404,-2.561135,2.30881,1.240535,1.021685,-0.20398,-4.173051,-7.80706,-9.045213,1.247547,1.141666,2.53282,-1.844052,2.225928,-3.626071,-0.342319,-0.068863,0.395917,-7.302018,2
-2.017064,-0.695747,-0.027069,1.16852,-0.894848,-0.000694,3.046648,2.016993,1.084788,4.673724,-0.781494,2.372812,2.162043,-1.082415,-0.842737,-2.078506,0.541385,0.225567,-0.150285,-2.401609,0
1.000792,2.189428,-3.746429,3.121675,-4.233094,0.654589,-3.067769,-0.397193,-4.269198,5.667907,-0.344904,0.097161,-2.265464,-2.646879,-0.114804,0.839842,-2.886933,0.229015,-2.01996,4.996721,2
0.512013,1.598525,-2.025601,2.447855,0.858233,-0.365124,2.585742,0.303864,-1.048559,0.155804,0.255964,1.706118,-0.357125,-6.272663,0.048022,-2.474396,-1.431345,0.539888,-0.507369,-0.833073,4
-0.433185,2.132016,-0.781475,-0.368999,-1.865257,-0.632882,3.330471,1.831406,-0.121696,3.644049,-0.924428,2.688393,0.943655,-4.71095,0.030065,-1.907393,0.953394,0.807482,-0.334623,-0.639352,0
-4.6764,3.638897,-1.594713,4.270887,-1.206523,0.489701,1.162196,2.620426,6.169145,11.987138,-0.93683,2.72516,3.87727,-3.243464,-3.860551,1.376106,-1.165304,0.061512,0.812283,3.66606,3
2.18603,2.051084,-1.318807,0.391839,0.797036,-0.472389,-0.109266,-0.00064,7.466478,0.912843,1.579617,0.102127,2.716379,-0.502611,-2.775656,-0.619445,-3.460294,-0.363566,1.083757,5.042073,0
-1.737368,0.8083,2.986697,-2.566094,1.751194,0.205745,-0.521635,1.602751,2.343622,-0.248746,0.558018,-0.812854,-2.308265,0.648692,1.615098,3.718387,0.585739,-1.399784,0.3053,1.424426,1
-4.300133,1.031356,-4.288146,16.386379,-0.231506,-2.149608,0.325108,-1.590322,0.934974,2.258535,0.251801,-3.035147,6.509902,-3.46954,-3.476265,3.107669,-4.162893,-2.607001,-1.000771,-1.041163,4
0.178929,3.340271,-3.380513,0.167409,-4.247258,-2.035031,0.875965,0.821633,1.807173,6.74233,-0.543955,1.305338,2.69703,-0.18734,-1.657732,-3.854896,-1.396398,-0.498673,0.37173,2.858478,0
-1.271938,3.072857,-0.147099,1.093737,-0.873888,1.959762,-2.363517,-4.069668,-2.42179,6.140432,-0.680318,2.244284,3.899577,-2.666248,-3.73885,-3.428582,1.163759,-0.911146,0.032481,-1.535956,3
0.629514,-2.003189,-3.212776,-7.654229,5.068545,-0.670027,-1.375839,3.851146,8.638835,-5.481124,-2.03358,-1.170916,2.482339,4.896478,1.234988,0.354663,0.865775,0.01944,1.853331,2.146622,1
3.039002,-2.007379,1.197272,-3.908295,-4.189043,-0.569115,-3.688492,-0.676889,-7.385735,0.051578,-0.038157,1.279137,2.122239,-2.993932,4.175388,0.437366,-0.281169,-0.419888,2.085782,-2.531191,2
-1.949786,4.965912,1.027073,-5.096189,-3.703135,0.781172,-1.466119,-4.196753,-6.637002,1.989053,-1.583207,0.75513,3.628866,0.126008,-0.303087,-3.577118,7.34843,-1.320707,-0.757259,-4.844503,3
2.993113,2.418376,1.522389,-9.678686,-1.274299,-0.821043,3.252372,2.805331,6.311718,-0.297342,-0.540909,2.298727,-2.473835,1.901804,0.455873,-0.995682,2.221924,-0.117333,0.17005,5.083119,1
-3.705755,0.940718,-4.139314,8.692335,2.115051,-0.189418,1.967598,-2.747831,2.31326,0.359112,-1.638608,1.93484,-0.110323,0.363057,-2.759773,1.568548,-1.49367,-1.060524,0.227147,2.330511,4
-1.391877,1.460173,-3.050979,3.868455,3.939944,0.004562,-0.901727,-0.07677,6.419349,-0.427853,-0.045214,-1.559331,2.753334,0.090051,-1.677592,-0.375733,-4.251245,1.771891,-0.186844,2.431419,3
1.559096,3.45928,-1.689437,-1.61425,2.24063,-0.445372,4.130804,2.876765,10.746671,2.064305,-0.34169,1.032404,-2.043369,0.168812,-2.680661,-3.480638,-3.615436,0.21596,-0.504057,6.78482,4
-1.372483,0.226756,-2.049583,0.179125,-0.833358,1.082568,-0.791731,3.223417,2.26674,8.753587,0.536385,3.954188,-1.110042,-3.172898,-0.155599,1.841765,-2.64369,1.015595,1.262562,4.946782,3
-3.441418,0.460145,-0.919489,-1.280583,1.827592,-1.348527,-4.297517,0.903257,-1.23283,7.254779,0.397027,0.658101,-0.549469,-0.295574,-1.498406,0.160271,1.229624,-0.264484,-1.942028,0.36723,3
4.667996,1.927631,-0.89741,-4.868661,-1.41536,0.514303,0.775855,2.455518,6.935842,1.009816,-0.41718,0.79683,-0.405654,-0.331632,-1.885602,0.009397,-0.994431,1.119843,0.576663,7.335967,0
1.395434,-2.012782,1.088008,0.258153,0.58827,0.841352,0.512749,0.117858,-3.587435,-5.44038,-0.896186,-2.514151,1.279721,-1.058921,4.080508,-3.187771,-2.572189,-0.275177,0.928587,-5.996433,4
-2.435726,5.059302,-0.303837,-9.678947,-3.695059,0.771382,-3.13461,-0.690021,-2.293929,6.283128,1.394436,4.296523,-3.750097,2.510638,4.664856,0.220184,1.243047,2.539429,-0.2546,5.184276,1
-0.649889,3.271361,-0.807681,-11.01484,-1.165571,2.395877,-4.480427,0.565417,2.986536,4.570281,0.483343,3.541883,-2.473407,3.968896,3.293652,1.396085,-0.14116,0.023848,0.010412,7.714486,1
-1.448737,-2.196365,-1.922848,4.593207,1.599467,-2.09341,1.269899,-1.141491,-3.272522,-6.297934,1.538008,0.248163,-0.04416,-1.918991,1.644215,4.082525,1.792708,1.594099,0.225596,-2.587936,2
3.395232,0.786128,4.245981,-11.493249,0.69862,1.019249,-0.539003,1.658452,3.786257,-3.626817,-1.979511,-0.16551,0.037381,1.410537,1.684867,0.035454,3.042376,0.052311,1.938999,0.934305,1
-3.286144,2.059347,-1.169358,5.196125,-3.080447,0.773655,2.60622,2.359671,0.155821,5.874231,1.662878,1.219674,1.446611,-3.994718,0.456296,2.345695,-0.983158,-1.195373,-0.355326,0.658922,3
-2.176511,0.37252,2.616163,0.904389,-1.439854,1.070144,-0.108603,0.361865,1.097572,4.310696,0.30222,0.881428,1.691745,0.144235,0.634702,1.393851,-1.380477,0.128711,-2.712592,-0.287605,0
4.193962,-2.519006,-0.234966,-2.956214,-0.350537,-0.231063,0.056019,-0.93118,0.332704,-9.58035,0.157774,-0.808579,3.499699,0.858205,2.586003,1.21416,0.564445,-1.297262,-0.218623,-1.42781,2
3.753621,-2.749778,-6.058093,-5.877025,3.678887,0.438491,-0.496578,1.130248,8.2166,-6.972128,0.610058,2.450207,4.26777,2.564745,-1.035074,0.234703,1.138565,-1.253761,-1.339565,4.145654,1
-3.973469,-0.750106,-2.881164,11.12888,0.728101,0.875,-1.691384,-2.230053,-7.461828,3.523307,2.331708,-1.618259,1.268862,-3.929385,-2.240031,-0.69225,-0.807545,0.296854,0.496299,-5.139017,3
1.018497,-4.667188,-2.145601,1.819489,-0.449159,0.006147,2.228795,0.381086,-4.173149,-1.010392,-0.966129,2.739593,2.434797,-2.05588,1.148752,-4.077548,-0.462387,1.016435,-0.090044,-5.799194,2
3.099827,0.856397,0.000521,-5.776411,-0.470988,-1.005854,1.783388,1.446313,4.116287,1.060622,0.991164,2.915654,-3.387995,0.759447,-1.132336,-0.96738,0.708938,0.378811,0.049922,5.372623,1
-3.054807,3.303429,-0.993614,6.692661,-1.906081,-0.791277,1.925506,0.051399,4.298438,7.114026,-1.28059,0.918599,2.857358,-1.466999,-2.77189,0.418579,-3.098744,-1.337618,-0.05726,2.744497,3
-1.660481,3.941287,0.280262,-11.422042,-2.93891,0.558535,-3.068135,4.500693,0.524192,7.479683,0.970986,0.371869,-1.410622,1.862321,3.636228,-0.844624,2.121215,0.303359,0.059336,3.10935,1
-0.780627,0.942687,2.655433,-1.456487,1.446862,-2.301818,-3.772321,0.896748,1.244161,7.418937,-0.857297,-1.018167,-2.445359,0.473038,-1.875082,-1.307577,-2.594605,0.953609,-0.691321,2.102613,0
-0.916757,-0.468059,-0.654519,2.479512,0.9819,-0.579217,2.126534,0.207152,0.487478,-0.882489,0.498317,3.044231,0.682859,-3.9194,3.922583,-0.19552,-4.982139,-0.14203,-2.797452,-0.821233,4
-0.737996,5.159502,0.145922,-4.401148,1.816423,1.147962,0.836938,1.432973,7.042145,3.092461,1.164701,0.628355,-0.199482,-0.607824,-1.32376,-1.7831,-0.368188,1.846283,0.625533,4.209897,4
-2.092434,1.661477,-2.109085,8.457543,4.027293,0.287415,3.084374,-2.363282,0.203056,-1.114634,0.049495,0.44195,1.127317,-5.061244,-1.212082,-4.32166,-4.294403,-0.244333,1.443091,-3.363062,4
0.030912,-3.490277,0.886247,-1.898575,-3.660611,-1.017365,1.214099,-0.049856,-5.700985,2.848102,0.764485,4.175382,2.660529,-0.532239,2.894103,-3.687049,0.397219,1.093616,-1.219703,-5.825169,2
-1.507484,1.444142,-3.88511,4.448757,-2.616999,-1.124318,0.291448,0.026721,0.57069,5.847363,-0.84505,1.367397,3.334442,-1.163706,-2.088823,-1.303102,-1.466453,-0.140524,0.711702,1.398463,0
-3.461988,2.06694,-4.118711,2.757384,0.513273,-0.292692,-0.122892,1.101475,-1.435648,7.349208,-0.478521,5.918653,-3.382298,-6.92736,0.246663,3.443508,-0.703283,0.317899,0.163568,4.695897,3
2.33858,-0.514846,-1.904323,-0.857346,0.113122,-0.563678,3.307703,4.008679,1.836053,-4.76651,0.364603,-1.864379,0.203971,-2.189888,3.106132,-1.437949,-1.905392,-2.757024,0.057426,-0.771136,4
4.75995,-0.673497,2.173642,-15.447181,1.795263,-0.665931,-1.982608,3.758284,9.46634,-4.130817,1.651604,1.252695,0.075244,4.066497,2.203146,2.448021,1.766902,0.004171,0.459634,6.307812,1
1.254591,0.172871,2.085686,-0.504502,-3.238621,-0.501476,0.149106,-0.774023,0.827726,-0.341019,1.006903,0.305355,2.226915,1.004669,1.77269,1.257105,-1.908692,-0.980819,-0.503121,0.796488,0
2.769613,2.707108,1.293182,-7.356042,-2.615567,-0.494361,0.965344,1.387319,3.770452,3.286883,0.608948,3.122485,-1.719106,-0.089458,0.027609,-0.635417,0.467368,0.354327,0.606614,5.537444,1
0.911052,1.434132,2.324341,-9.597207,-3.390635,0.310714,-2.56657,1.449092,-2.962838,4.037425,-1.009491,1.225868,-1.263215,1.017863,3.737329,-1.969017,1.168758,-0.652873,0.441431,0.249439,1
-1.609855,-0.039158,0.246916,7.095974,2.445564,1.541183,2.719794,-2.18264,-3.525593,-6.358041,1.032602,-4.158928,1.711136,-1.763285,-1.63869,-1.434011,2.496978,0.77617,-0.155954,-7.444922,2
-2.07283,0.067991,1.130259,4.429185,1.60093,0.132643,3.399665,3.667899,3.950254,5.715717,2.229409,0.66251,2.706785,-5.328849,-1.763333,-1.818473,-2.753867,1.15775,-0.754329,-2.41124,0
2.530093,1.258867,-0.922716,-2.372295,-2.025064,-0.468733,0.387226,3.910362,6.354675,6.141609,-0.028813,0.409436,2.981906,-1.521707,-2.973187,-1.525826,-1.441768,1.103881,0.615537,4.225678,0
-0.644677,2.342291,1.251925,-8.921129,-0.062306,0.406863,-2.139942,-1.156806,-2.784166,-0.825704,-1.262196,2.630116,-4.276823,1.211748,3.74338,1.311239,3.388189,1.593563,0.058485,1.973287,1
0.089065,-2.881701,-0.523093,4.236424,-1.960716,-1.356633,-2.225208,-3.11,-9.581986,0.777716,-0.062917,1.226684,1.42763,-3.065775,1.370559,-1.48157,-0.967619,1.843205,1.087524,-5.465654,2
-0.561676,0.852368,-2.496043,-4.203574,1.622132,0.099206,-0.695985,-0.96603,1.832993,-1.826036,-0.166427,2.183934,2.06569,1.256237,0.488317,-1.070577,1.91403,0.019786,1.034999,0.485197,3
-1.432998,-3.194323,5.059618,-2.352755,4.137771,0.386688,0.311274,1.345549,-3.386189,-5.494565,-1.314063,-3.243343,-3.671468,1.457347,3.429325,0.000328,1.733153,-0.558274,0.15468,-6.845756,4
4.71523,0.717619,1.891822,-4.663752,0.252598,1.39566,4.171068,3.49403,5.853591,-0.804457,0.431721,2.481746,-2.592523,-4.055962,0.826607,-1.090921,-2.641262,0.436791,0.121456,4.112754,0
0.114755,-3.180015,-3.071705,4.326833,0.332209,0.081308,1.870596,1.716657,2.426202,-1.79374,1.378795,1.071207,0.864734,-0.096744,0.584183,2.504542,-2.472624,-0.683154,-0.923472,1.462934,3
2.172903,-0.614927,-2.801373,-4.125026,0.720741,0.93107,-3.441025,2.160374,4.770602,-3.160816,0.580781,-2.337349,5.225728,1.366348,0.406849,2.030929,0.121315,2.45847,0.242781,2.320502,1
2.173273,3.120092,-3.881775,1.970985,-3.557184,-0.198918,0.050824,0.596955,2.842615,4.551806,-0.306176,-0.762492,2.758738,-0.879106,-3.381214,-2.626923,-1.95533,-1.602546,1.282256,4.348949,0
0.65909,-1.370496,0.23277,0.337132,3.843084,-0.428186,3.17268,4.423115,3.760305,-2.055774,0.122026,-0.013269,-4.976076,-3.236654,0.151087,2.583228,-0.59598,0.463694,-0.103292,2.245677,4
1.686626,-2.519655,-0.990594,-2.217733,-0.19028,-0.087369,-1.801605,1.542047,-1.387153,1.203715,-2.093546,2.603575,0.093438,-3.053267,0.989696,1.968729,0.006936,0.28228,1.876884,1.054176,1
2.668465,-2.028242,1.070594,5.188202,0.786989,1.174035,3.382081,-2.672967,-4.23273,-6.185094,-1.157142,-1.744605,-2.377864,-0.754857,0.443296,-4.820269,-2.949127,0.231209,1.949869,-4.815781,4
-2.973923,2.786689,-1.738403,0.761847,-0.546327,-0.840229,0.59631,3.191691,4.456688,7.246291,-0.022047,2.665542,0.615391,-3.298723,0.167748,2.553733,-1.889449,0.428809,-1.655683,4.529868,3
1.715703,0.948131,-0.420702,0.790429,-3.009768,0.672101,0.618637,-2.306848,1.216096,-1.84951,-0.787389,0.313071,2.463801,2.038003,0.58859,-0.41832,-2.032843,-0.307687,-0.443331,1.645737,0
2.255779,-0.585791,-3.851265,1.576673,-2.922552,-0.617214,-1.320164,-3.79279,-9.22141,-2.963603,0.099213,0.751591,1.442778,-2.272596,1.284569,-3.513005,0.841662,-0.233973,-0.027268,-3.674853,2
-1.218692,2.965169,0.836982,-9.099655,-3.024398,1.602399,-2.968412,-0.783867,-4.118167,6.508071,1.179213,3.89596,-2.647757,1.368093,2.473452,-2.071277,2.657701,-1.982419,-0.758238,1.60513,1
2.706963,-1.413076,-4.154576,-4.890872,1.812279,-0.515238,0.266953,2.859281,4.810933,-1.221763,-0.103453,2.988366,0.538204,-1.090037,-0.915732,0.513725,1.313876,1.107766,0.565864,4.18189,1
2.409085,1.776138,0.777109,-8.185583,3.195306,0.436877,3.251175,3.90646,6.418568,1.796704,-0.023598,2.267059,-5.918688,-0.32913,-1.005285,-4.568032,-0.046369,0.833022,0.230818,4.277019,4
